index,Category,brand,model,colour,product description,price in INR,rating,review
34.0,Electronics,Redmi,Note 13 5G,Ocean Cyan,"The Redmi Note 13 5G is a high-performance budget smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 695 5G processor paired with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. The device features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming. For photography and videography, it houses a versatile camera system featuring a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica. The smartphone is powered by a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins). It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",18999,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
35.0,Electronics,Honor,200 Pro 5G,Peach Fuzz,"The Honor 200 Pro 5G is a high-performance upper mid-range smartphone designed for modern mobile users. It is powered by the MediaTek Dimensity 8300 Ultra processor paired with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. The device features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus. For photography and videography, it houses a versatile camera system featuring a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating. The smartphone is powered by a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",64999,4.9,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
36.0,Electronics,Honor,200 5G,Phantom Black,"The Honor 200 5G is a high-performance mid-range smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 7 Gen 3 processor paired with LPDDR5 RAM and UFS 3.1 high-speed storage. The device features a 6.7-inch 120Hz Flexible AMOLED screen with 1300 nits brightness and iconic transparent Glyph LED interface. For photography and videography, it houses a versatile camera system featuring a 50MP Sony LYT-808 main camera with OIS, 50MP telephoto portrait lens (2x optical zoom), and Next AI image processing. The smartphone is powered by a 5200mAh silicon-carbon high density battery with 100W wired and 66W wireless charging. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",34999,4.3,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
37.0,Electronics,Nothing,CMF by  Phone 1,Titanium Gray,"The CMF by Nothing Phone 1 is a high-performance budget smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 695 5G processor paired with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. The device features a 6.6-inch FHD+ 120Hz Super AMOLED display with Knox Vault security and Vision Booster. For photography and videography, it houses a versatile camera system featuring a 50MP primary sensor with OIS, 50MP ultrawide with macro mode, and 64MP periscope telephoto with 3x optical zoom. The smartphone is powered by a 5500mAh heavy-duty battery with 100W SUPERVOOC charging maintaining health over 4 years. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",17999,4.5,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
38.0,Electronics,Realme,12 Pro+ 5G,Natural Titanium,"The Realme 12 Pro+ 5G is a high-performance mid-range smartphone designed for modern mobile users. It is powered by the Exynos 1480 (4nm) processor paired with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. The device features a 6.74-inch 1.5K 120Hz Ultra Clear AMOLED with Aqua Touch wet-finger technology and 2150 nits brightness. For photography and videography, it houses a versatile camera system featuring a Dual 50MP rear camera sensors (Primary OIS + 114-degree Ultrawide) powered by Ultra XDR photography engine. The smartphone is powered by a 5000mAh battery with 90W Turbo Charge support included in the box. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",31999,4.3,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
39.0,Electronics,Realme,P1 Pro 5G,Oasis Green,"The Realme P1 Pro 5G is a high-performance budget smartphone designed for modern mobile users. It is powered by the MediaTek Dimensity 7300 5G processor paired with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. The device features a 6.67-inch 1.5K 3D Curved AMOLED with 120Hz refresh rate, 1800 nits peak brightness and IP68 protection. For photography and videography, it houses a versatile camera system featuring a 200MP Samsung ISOCELL HP3 camera with OIS, 4x in-sensor lossless zoom, 8MP ultrawide, and 2MP macro lens. The smartphone is powered by a 5000mAh battery supporting 33W fast charging and 5W reverse wired charging. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",21999,4.7,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
40.0,Electronics,Vivo,T3 Pro 5G,Midnight Blue,"The Vivo T3 Pro 5G is a high-performance budget mid-range smartphone designed for modern mobile users. It is powered by the MediaTek Dimensity 7050 processor paired with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. The device features a 6.8-inch QHD+ 120Hz Dynamic AMOLED 2X display with 2600 nits peak brightness and Gorilla Armor. For photography and videography, it houses a versatile camera system featuring a 200MP OIS primary sensor, 50MP periscope telephoto with 5x optical zoom, 10MP 3x telephoto, and 12MP ultrawide. The smartphone is powered by a 5000mAh battery with 45W wired fast charging, 15W wireless charging, and reverse wireless support. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",26999,4.5,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
41.0,Electronics,iQOO,Z9 Turbo 5G,Sunset Orange,"The iQOO Z9 Turbo 5G is a high-performance budget mid-range smartphone designed for modern mobile users. It is powered by the Snapdragon 7s Gen 2 processor paired with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. The device features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits. For photography and videography, it houses a versatile camera system featuring a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide. The smartphone is powered by a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",25999,4.9,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
42.0,Electronics,Samsung,Galaxy Z Fold 5 5G,Emerald Green,"The Samsung Galaxy Z Fold 5 5G is a high-performance foldable flagship smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 8 Gen 3 processor paired with LPDDR5 RAM and UFS 3.1 high-speed storage. The device features a 6.7-inch Super Actua LTPO OLED display with 1-120Hz variable refresh rate and 2400 nits peak brightness. For photography and videography, it houses a versatile camera system featuring a 50MP primary camera with OIS, 48MP ultrawide with macro focus, and 48MP telephoto with 5x optical zoom. The smartphone is powered by a 5050mAh battery with 30W wired charging and 23W wireless charging capability. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",154999,4.7,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
43.0,Electronics,Samsung,Galaxy Z Flip 5 5G,Starlight Silver,"The Samsung Galaxy Z Flip 5 5G is a high-performance foldable flagship smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 8 Gen 2 processor paired with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. The device features a 6.82-inch 2K 120Hz Curved LTPO AMOLED display with 4500 nits peak brightness and Dolby Vision. For photography and videography, it houses a versatile camera system featuring a 50MP Sony LYT-808 primary sensor, 64MP periscope telephoto (3x optical, 120x digital), and 48MP ultrawide with Hasselblad color tuning. The smartphone is powered by a 5400mAh dual-cell battery supported by 100W SUPERVOOC fast charging (0-100% in 26 mins) and 50W AIRVOOC wireless. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",109999,4.2,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
